method,top1_accuracy,margin_median,margin_mean,n_runs,n_unknown_points,n_possible_combinations,requested_sampling_iterations,used_sampling_iterations,sampling_mode,sample_size,scenario,model_type,output_dir
dihs,0.999122807017544,0.2444727367242634,0.2357145215197457,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.7333333333333333,0.2058439042787418,0.1942331314075367,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.974561403508772,0.0083333333333333,0.0080397173489278,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.8113519091847265,0.0969281912337025,0.0918793337603908,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,0.9997936016511868,0.2550570574776349,0.2499019489526461,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.7609907120743034,0.1979779917248961,0.1883507663000175,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.9589267285861712,0.0083333333333333,0.0078089525283797,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.8438,0.0944895089625298,0.0904659165976034,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2650755468400973,0.2606596995866314,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.7906,0.1892144725193474,0.1834807147872408,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.9796,0.0075,0.0076151666666666,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.868,0.0941535279699992,0.0897322119086966,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2704249137412314,0.268371570699068,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.8192,0.1823820521205952,0.1795442558387587,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.996,0.0076388888888888,0.0073920833333333,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.8968,0.0932373760041278,0.0888704323324668,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2735794246672647,0.2737681611635168,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.8418,0.1753526501575625,0.1762048087402076,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.997,0.0077380952380952,0.0073255952380952,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.925,0.0940627975784556,0.0897899269526356,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2758043520819281,0.2771061702483863,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.8764,0.1749458062963526,0.1742929360817476,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.9986,0.0072916666666666,0.0071,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.951,0.0948912238032919,0.0903920466299177,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2769525251326477,0.2800489267536863,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.8978,0.1748882910710953,0.1729564348108139,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.9996,0.0074074074074074,0.0069918518518518,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.9608,0.0952227200702578,0.0911422607787959,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2818225674493885,0.2851514268769081,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.9112,0.1729764217471517,0.1730192218887269,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,0.9996,0.0066666666666666,0.0068977499999999,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.9828,0.0960666081558407,0.0933788888587142,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2838602889422238,0.2881067954312021,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.9428,0.1745725479926392,0.1741711359143017,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0068181818181818,0.0067943181818181,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.9922,0.0993918685407461,0.0962024045227841,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.286645939360277,0.2907582093478139,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.964,0.182227941737168,0.1788220520739775,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0065972222222222,0.0067213194444444,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.9974,0.0976071773584943,0.0955359694103023,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2885774676207631,0.2919423734380826,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.9778,0.1768913479845374,0.1750317401096928,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0067307692307692,0.0065926282051282,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.9994,0.0992245346041963,0.0980553899794663,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2913590482309344,0.2942033362683726,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.9916,0.1808458974404578,0.1798979126188296,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.00625,0.0064844642857142,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,1.0,0.0994480746725314,0.0986075328444435,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2943947428622783,0.2965332540061056,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,0.9984,0.1802879717625832,0.1799911849354651,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0066666666666666,0.0064255555555555,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,1.0,0.0999450442029644,0.1000742137031579,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.2975876046846361,0.298668212878754,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,1.0,0.1815682943973658,0.1825340125651575,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0062499999999999,0.0063340643274853,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,1.0,0.1002439959710592,0.1010092206424126,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.3009115483024457,0.3009657865455484,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,1.0,0.181935038300456,0.1839582708840238,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0063725490196078,0.0062536549707602,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,1.0,0.1012975456418264,0.1018170175691762,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.3052535708475952,0.3043639889542073,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,1.0,0.1827759550596712,0.1851260392442078,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0060185185185185,0.006178118908382,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,1.0,0.1011630195800283,0.1025263087639962,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.3085322327809442,0.3094612651697819,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,1.0,0.1825883755977238,0.1861216922419604,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.006359649122807,0.0061074561403508,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,1.0,0.1031563104105266,0.1031563104105266,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
dihs,1.0,0.3134853542799326,0.3134853542799326,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
mahalanobis_distance,1.0,0.1869881989928412,0.1869881989928412,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
single_cut_coassociation,1.0,0.0060416666666666,0.0060416666666666,1,20,1,5000,1,exhaustive_unique,20,one_sided_embedding,agglomerative,./1_benchmarking_comparison/agglomerative/one_sided_embedding
centroid_distance,0.75,0.084421757352339,0.0870358647508864,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,0.95,0.186319884639296,0.1775618860863578,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.65,0.2296455827956864,0.1998489257016778,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.75,0.0125,0.01125,20,20,20,5000,20,exhaustive_unique,1,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.7473684210526316,0.1052139267000042,0.0942042529609505,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,0.9947368421052633,0.216496325566614,0.2039476563778938,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.7105263157894737,0.2102170715589519,0.2011395122311465,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9105263157894736,0.0083333333333333,0.010109649122807,190,20,190,5000,190,exhaustive_unique,2,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.7903508771929825,0.1012758408510534,0.0935967508128392,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2405502132412732,0.225671716586747,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.7333333333333333,0.2058439042787418,0.1942331314075367,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9535087719298244,0.0097222222222222,0.0101413255360623,1140,20,1140,5000,1140,exhaustive_unique,3,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.8113519091847265,0.0969281912337025,0.0918793337603908,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2606095712827156,0.2452509328195033,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.7609907120743034,0.1979779917248961,0.1883507663000175,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9599587203302372,0.0083333333333333,0.0083096835225318,4845,20,4845,5000,4845,exhaustive_unique,4,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.8438,0.0944895089625298,0.0904659165976034,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2717729435266585,0.2544916791253127,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.7906,0.1892144725193474,0.1834807147872408,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9764,0.0083333333333333,0.0085881666666666,5000,20,15504,5000,5000,random_unique,5,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.868,0.0941535279699992,0.0897322119086966,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2740292567765494,0.2591428896532098,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.8192,0.1823820521205952,0.1795442558387587,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.993,0.0083333333333333,0.0087679166666666,5000,20,38760,5000,5000,random_unique,6,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.8968,0.0932373760041278,0.0888704323324668,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2821744318642538,0.267335203276117,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.8418,0.1753526501575625,0.1762048087402076,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9924,0.0089285714285714,0.0086535714285714,5000,20,77520,5000,5000,random_unique,7,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.925,0.0940627975784556,0.0897899269526356,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2824450551763326,0.2768857774108492,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.8764,0.1749458062963526,0.1742929360817476,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9968,0.0088541666666666,0.0086897916666666,5000,20,125970,5000,5000,random_unique,8,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.951,0.0948912238032919,0.0903920466299177,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2870147433554491,0.2861030823191308,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.8978,0.1748882910710953,0.1729564348108139,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9994,0.0087962962962962,0.0089756481481481,5000,20,167960,5000,5000,random_unique,9,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.9608,0.0952227200702578,0.0911422607787959,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2948533501148844,0.2931737125404922,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.9112,0.1729764217471517,0.1730192218887269,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9998,0.00875,0.00889725,5000,20,184756,5000,5000,random_unique,10,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.9828,0.0960666081558407,0.0933788888587142,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2998168498053765,0.2962765481308535,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.9428,0.1745725479926392,0.1741711359143017,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9994,0.009090909090909,0.0089633333333333,5000,20,167960,5000,5000,random_unique,11,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.9922,0.0993918685407461,0.0962024045227841,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.2996724854850872,0.2986162250409868,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.964,0.182227941737168,0.1788220520739775,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.009375,0.0091828472222222,5000,20,125970,5000,5000,random_unique,12,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.9974,0.0976071773584943,0.0955359694103023,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3089846649416165,0.308439006266983,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.9778,0.1768913479845374,0.1750317401096928,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9998,0.0092948717948717,0.0091971153846153,5000,20,77520,5000,5000,random_unique,13,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,0.9994,0.0992245346041963,0.0980553899794663,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3159884133849511,0.3146243299145752,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.9916,0.1808458974404578,0.1798979126188296,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,0.9998,0.0095238095238095,0.0094958928571428,5000,20,38760,5000,5000,random_unique,14,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,1.0,0.0994480746725314,0.0986075328444435,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3179851608536203,0.3161258932383252,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,0.9984,0.1802879717625832,0.1799911849354651,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.0094444444444444,0.0091496666666666,5000,20,15504,5000,5000,random_unique,15,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,1.0,0.0999450442029644,0.1000742137031579,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3196476776586858,0.3172867784786846,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,1.0,0.1815682943973658,0.1825340125651575,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.0088541666666666,0.0088590041279669,4845,20,4845,5000,4845,exhaustive_unique,16,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,1.0,0.1002439959710592,0.1010092206424126,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3230804356974426,0.3194200188612047,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,1.0,0.181935038300456,0.1839582708840238,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.009313725490196,0.0090527175782593,1140,20,1140,5000,1140,exhaustive_unique,17,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,1.0,0.1012975456418264,0.1018170175691762,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3244923336277265,0.3234158790149675,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,1.0,0.1827759550596712,0.1851260392442078,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.0094907407407407,0.009250730994152,190,20,190,5000,190,exhaustive_unique,18,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
centroid_distance,1.0,0.1011630195800283,0.1025263087639962,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
dihs,1.0,0.3230347636523653,0.3246581225806771,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
mahalanobis_distance,1.0,0.1825883755977238,0.1861216922419604,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
single_cut_coassociation,1.0,0.0094298245614035,0.0091776315789473,20,20,20,5000,20,exhaustive_unique,19,one_sided_embedding,kmeans,./1_benchmarking_comparison/kmeans/one_sided_embedding
