method,top1_accuracy,margin_median,margin_mean,n_runs,n_unknown_points,n_possible_combinations,requested_sampling_iterations,used_sampling_iterations,sampling_mode,sample_size,scenario,model_type,output_dir
mahalanobis_distance,0.6587719298245615,0.1353460684009822,0.1346083888943023,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.9587719298245614,0.0111111111111111,0.0091666666666666,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.6631578947368421,0.0225403584438479,0.0310351840259824,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,0.9913312693498452,0.2768428513918088,0.2370768079518789,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.6726522187822498,0.1318014241569098,0.1345676675646985,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.969453044375645,0.0083333333333333,0.0087125902992776,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.6894,0.0238766324778487,0.033075330128379,5000,20,15504,5000,5000,random_unique,5,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,0.996,0.2845314476343767,0.2532393154143483,5000,20,15504,5000,5000,random_unique,5,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.6982,0.1344233682560017,0.1387806587396882,5000,20,15504,5000,5000,random_unique,5,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.983,0.0083333333333333,0.008409,5000,20,15504,5000,5000,random_unique,5,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.7194,0.0236135936377284,0.0302585911399679,5000,20,38760,5000,5000,random_unique,6,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,0.9994,0.2935880054888483,0.2741801224436477,5000,20,38760,5000,5000,random_unique,6,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.7332,0.1357386356452655,0.1354903112701384,5000,20,38760,5000,5000,random_unique,6,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.9908,0.0083333333333333,0.0084816666666666,5000,20,38760,5000,5000,random_unique,6,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.733,0.0248564910021307,0.0344679431748704,5000,20,77520,5000,5000,random_unique,7,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.2599918712300076,0.2829548328786004,5000,20,77520,5000,5000,random_unique,7,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.7476,0.1378120080711038,0.1411043479574753,5000,20,77520,5000,5000,random_unique,7,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.9956,0.0083333333333333,0.0082585714285714,5000,20,77520,5000,5000,random_unique,7,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.7512,0.0248112448900383,0.0313441015605948,5000,20,125970,5000,5000,random_unique,8,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.2729313472785954,0.2962925233482526,5000,20,125970,5000,5000,random_unique,8,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.7668,0.1388068924258003,0.1384392823981794,5000,20,125970,5000,5000,random_unique,8,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.9992,0.0083333333333333,0.0083052083333333,5000,20,125970,5000,5000,random_unique,8,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.761,0.0263630826269896,0.0343148844137677,5000,20,167960,5000,5000,random_unique,9,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.2857471370268081,0.3102273805739849,5000,20,167960,5000,5000,random_unique,9,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.7768,0.1418399968466807,0.1417940288991491,5000,20,167960,5000,5000,random_unique,9,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,0.9998,0.0083333333333333,0.0082692592592592,5000,20,167960,5000,5000,random_unique,9,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.7968,0.0260970992542729,0.0332825997106755,5000,20,184756,5000,5000,random_unique,10,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.2969213258863066,0.3208405017934368,5000,20,184756,5000,5000,random_unique,10,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.8114,0.141544438700612,0.1418063257919077,5000,20,184756,5000,5000,random_unique,10,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.008331,5000,20,184756,5000,5000,random_unique,10,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.828,0.0276765675575405,0.0346000256534157,5000,20,167960,5000,5000,random_unique,11,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3009644384782521,0.3197515481361807,5000,20,167960,5000,5000,random_unique,11,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.8402,0.1484200889021706,0.1456683246156944,5000,20,167960,5000,5000,random_unique,11,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0081636363636363,5000,20,167960,5000,5000,random_unique,11,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.8514,0.0306042761813974,0.0366446194891661,5000,20,125970,5000,5000,random_unique,12,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3118763557107969,0.3287020923873344,5000,20,125970,5000,5000,random_unique,12,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.8696,0.1580142157148869,0.1510153217777347,5000,20,125970,5000,5000,random_unique,12,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0081591666666666,5000,20,125970,5000,5000,random_unique,12,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.8654,0.0294946740166283,0.0354658155686738,5000,20,77520,5000,5000,random_unique,13,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3259570497994574,0.3405557766548386,5000,20,77520,5000,5000,random_unique,13,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.8828,0.1570417055497604,0.1502250781136526,5000,20,77520,5000,5000,random_unique,13,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0082558974358974,5000,20,77520,5000,5000,random_unique,13,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.897,0.0335667207257851,0.0396206173508748,5000,20,38760,5000,5000,random_unique,14,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3420884853306567,0.3571373395562922,5000,20,38760,5000,5000,random_unique,14,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.9166,0.1682148382039167,0.1591881324097157,5000,20,38760,5000,5000,random_unique,14,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.008387738095238,5000,20,38760,5000,5000,random_unique,14,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.9278,0.0354714555999704,0.0382541369351383,5000,20,15504,5000,5000,random_unique,15,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3454786224255909,0.3571457508646915,5000,20,15504,5000,5000,random_unique,15,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.945,0.1765154639084247,0.1619547629124065,5000,20,15504,5000,5000,random_unique,15,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0083532222222222,5000,20,15504,5000,5000,random_unique,15,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.9525283797729618,0.0382732026935548,0.0436590436055805,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3424027917073953,0.3555701792216434,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.9717234262125904,0.184713008727484,0.1720437129351989,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0083551556587547,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.980701754385965,0.0451302473545674,0.043353248289744,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3312103647902611,0.3451203166181217,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,0.9947368421052633,0.199274981912689,0.1804930321752324,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0084434124527003,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,1.0,0.0415484823121772,0.0486515307128204,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3346278463135735,0.3467598663764977,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,1.0,0.2009037886297686,0.1933925036700693,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0087962962962962,0.0089839181286549,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,1.0,0.0633748787872212,0.0534944731509795,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3806951967474397,0.3853152925402497,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,1.0,0.233390691834674,0.2083405604959816,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.0092105263157894,0.0093201754385964,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,1.0,0.0464687377488185,0.0464687377488185,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
dihs,1.0,0.3970137277785584,0.3970137277785584,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
mahalanobis_distance,1.0,0.2120116875410787,0.2120116875410787,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
single_cut_coassociation,1.0,0.01,0.01,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,kmeans,./1_benchmarking_comparison/kmeans/multimodal_class
centroid_distance,0.6,0.0219616804909792,0.0200635141137472,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,0.9,0.1373863699103753,0.1436031409302888,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.6,0.1154972972857096,0.1135398871168307,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.95,0.0083333333333333,0.0091666666666666,20,20,20,5000,20,exhaustive_unique,1,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.6157894736842106,0.0234695046359378,0.0362924714803684,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,0.9421052631578948,0.192195537841589,0.184449372279792,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.6263157894736842,0.138688473367567,0.142530589791534,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.936842105263158,0.0083333333333333,0.0092763157894736,190,20,190,5000,190,exhaustive_unique,2,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.6385964912280702,0.0238944655529161,0.0295905070065997,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,0.9780701754385964,0.2391318833115875,0.2202650987163896,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.6587719298245615,0.1353460684009822,0.1346083888943023,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.963157894736842,0.0083333333333333,0.0089035087719298,1140,20,1140,5000,1140,exhaustive_unique,3,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.6631578947368421,0.0225403584438479,0.0310351840259824,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,0.993188854489164,0.2636731858409326,0.2455486929031073,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.6726522187822498,0.1318014241569098,0.1345676675646985,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.9863777089783282,0.0083333333333333,0.0087654798761609,4845,20,4845,5000,4845,exhaustive_unique,4,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.6894,0.0238766324778487,0.033075330128379,5000,20,15504,5000,5000,random_unique,5,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,0.998,0.2731128186109551,0.2628575105540445,5000,20,15504,5000,5000,random_unique,5,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.6982,0.1344233682560017,0.1387806587396882,5000,20,15504,5000,5000,random_unique,5,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.9946,0.0083333333333333,0.008667,5000,20,15504,5000,5000,random_unique,5,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.7194,0.0236135936377284,0.0302585911399679,5000,20,38760,5000,5000,random_unique,6,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,0.9996,0.2822647921503321,0.2790598789652964,5000,20,38760,5000,5000,random_unique,6,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.7332,0.1357386356452655,0.1354903112701384,5000,20,38760,5000,5000,random_unique,6,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.9982,0.0097222222222222,0.0087844444444444,5000,20,38760,5000,5000,random_unique,6,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.733,0.0248564910021307,0.0344679431748704,5000,20,77520,5000,5000,random_unique,7,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.2834615172613637,0.2875179207934996,5000,20,77520,5000,5000,random_unique,7,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.7476,0.1378120080711038,0.1411043479574753,5000,20,77520,5000,5000,random_unique,7,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,0.9998,0.0083333333333333,0.008602619047619,5000,20,77520,5000,5000,random_unique,7,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.7512,0.0248112448900383,0.0313441015605948,5000,20,125970,5000,5000,random_unique,8,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.2919221357790745,0.2981354895831677,5000,20,125970,5000,5000,random_unique,8,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.7668,0.1388068924258003,0.1384392823981794,5000,20,125970,5000,5000,random_unique,8,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0085647916666666,5000,20,125970,5000,5000,random_unique,8,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.761,0.0263630826269896,0.0343148844137677,5000,20,167960,5000,5000,random_unique,9,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3003683744332102,0.3078513915210917,5000,20,167960,5000,5000,random_unique,9,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.7768,0.1418399968466807,0.1417940288991491,5000,20,167960,5000,5000,random_unique,9,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0085112962962962,5000,20,167960,5000,5000,random_unique,9,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.7968,0.0260970992542729,0.0332825997106755,5000,20,184756,5000,5000,random_unique,10,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3068437165833909,0.3146619704450216,5000,20,184756,5000,5000,random_unique,10,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.8114,0.141544438700612,0.1418063257919077,5000,20,184756,5000,5000,random_unique,10,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0084856666666666,5000,20,184756,5000,5000,random_unique,10,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.828,0.0276765675575405,0.0346000256534157,5000,20,167960,5000,5000,random_unique,11,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3131973566189467,0.321327854649344,5000,20,167960,5000,5000,random_unique,11,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.8402,0.1484200889021706,0.1456683246156944,5000,20,167960,5000,5000,random_unique,11,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0084740909090909,5000,20,167960,5000,5000,random_unique,11,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.8514,0.0306042761813974,0.0366446194891661,5000,20,125970,5000,5000,random_unique,12,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.322354961969978,0.3284985795961404,5000,20,125970,5000,5000,random_unique,12,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.8696,0.1580142157148869,0.1510153217777347,5000,20,125970,5000,5000,random_unique,12,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0083925,5000,20,125970,5000,5000,random_unique,12,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.8654,0.0294946740166283,0.0354658155686738,5000,20,77520,5000,5000,random_unique,13,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.329184292497914,0.3335539889684437,5000,20,77520,5000,5000,random_unique,13,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.8828,0.1570417055497604,0.1502250781136526,5000,20,77520,5000,5000,random_unique,13,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0082502564102564,5000,20,77520,5000,5000,random_unique,13,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.897,0.0335667207257851,0.0396206173508748,5000,20,38760,5000,5000,random_unique,14,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3339394054920048,0.3385291227575108,5000,20,38760,5000,5000,random_unique,14,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.9166,0.1682148382039167,0.1591881324097157,5000,20,38760,5000,5000,random_unique,14,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0083333333333333,0.0081578571428571,5000,20,38760,5000,5000,random_unique,14,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.9278,0.0354714555999704,0.0382541369351383,5000,20,15504,5000,5000,random_unique,15,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3391254931747761,0.3424841870757672,5000,20,15504,5000,5000,random_unique,15,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.945,0.1765154639084247,0.1619547629124065,5000,20,15504,5000,5000,random_unique,15,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0077777777777777,0.0080711111111111,5000,20,15504,5000,5000,random_unique,15,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.9525283797729618,0.0382732026935548,0.0436590436055805,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3443685448765171,0.3470437165049417,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.9717234262125904,0.184713008727484,0.1720437129351989,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0078125,0.0079624613003095,4845,20,4845,5000,4845,exhaustive_unique,16,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.980701754385965,0.0451302473545674,0.043353248289744,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3476089847361012,0.3504374486919455,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,0.9947368421052633,0.199274981912689,0.1804930321752324,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0078431372549019,0.0078371173030615,1140,20,1140,5000,1140,exhaustive_unique,17,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,1.0,0.0415484823121772,0.0486515307128204,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3500217460906727,0.3534194620317595,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,1.0,0.2009037886297686,0.1933925036700693,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0078703703703703,0.0076437621832358,190,20,190,5000,190,exhaustive_unique,18,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,1.0,0.0633748787872212,0.0534944731509795,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.3538056021941008,0.3561605487537881,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,1.0,0.233390691834674,0.2083405604959816,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0074561403508771,0.0073684210526315,20,20,20,5000,20,exhaustive_unique,19,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,1.0,0.0464687377488185,0.0464687377488185,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
dihs,1.0,0.360205583392892,0.360205583392892,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
mahalanobis_distance,1.0,0.2120116875410787,0.2120116875410787,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
single_cut_coassociation,1.0,0.0066666666666666,0.0066666666666666,1,20,1,5000,1,exhaustive_unique,20,multimodal_class,gaussian,./1_benchmarking_comparison/gaussian/multimodal_class
centroid_distance,0.9,1.212061956540163,0.8692823640008497,20,20,20,5000,20,exhaustive_unique,1,internal_heterogeneity,agglomerative,./1_benchmarking_comparison/agglomerative/internal_heterogeneity
dihs,0.8,0.1370933271323728,0.1251844750790579,20,20,20,5000,20,exhaustive_unique,1,internal_heterogeneity,agglomerative,./1_benchmarking_comparison/agglomerative/internal_heterogeneity
mahalanobis_distance,0.95,2.190042011678772,1.5880475420474602,20,20,20,5000,20,exhaustive_unique,1,internal_heterogeneity,agglomerative,./1_benchmarking_comparison/agglomerative/internal_heterogeneity
single_cut_coassociation,1.0,0.0166666666666666,0.01125,20,20,20,5000,20,exhaustive_unique,1,internal_heterogeneity,agglomerative,./1_benchmarking_comparison/agglomerative/internal_heterogeneity
