"dataset_size_pct","sample_size","feature_space","model","case","n_runs","margin_mean","margin_std","margin_median","true_positive_fraction"
"75","22","Coupled","gaussian","negative","600","0.09056115613165933","0.06398907973840147","0.07574710970492335","0.0"
"75","22","Coupled","gaussian","positive","600","0.47038254514037364","0.10950846509478958","0.5021683445788996","1.0"
"75","22","Coupled","kmeans","negative","600","0.13828303510673542","0.07912784877773556","0.1315620870294085","0.0"
"75","22","Coupled","kmeans","positive","600","0.4336769831196089","0.12234630192190983","0.46024586751876384","1.0"
"75","25","Coupled","agglomerative","negative","600","0.1362865434506695","0.10012124820284614","0.11126292037520569","0.0"
"75","25","Coupled","agglomerative","positive","600","0.5120259146176843","0.14989552425263106","0.5042355219534527","1.0"
"75","25","Coupled","gaussian","negative","600","0.08447768898241673","0.0576020439026532","0.07097339021769088","0.0"
"75","25","Coupled","gaussian","positive","600","0.4653743951854934","0.1061682786291951","0.49818100794177655","1.0"
"75","25","Coupled","kmeans","negative","600","0.14606951883596955","0.08519107188496662","0.13553688817808868","0.0"
"75","25","Coupled","kmeans","positive","600","0.4236851311855055","0.12647385612645695","0.4528865577131185","1.0"
"75","4","Coupled","agglomerative","negative","600","0.12599126686522627","0.08966744358740975","0.10564557298293153","0.0"
"75","4","Coupled","agglomerative","positive","600","0.357094975532132","0.16069514357473827","0.3259417143773977","0.9983333333333333"
"75","4","Coupled","gaussian","negative","600","0.07440533393680857","0.060988602184272794","0.05900353102769802","0.0"
"75","4","Coupled","gaussian","positive","600","0.3053181490125416","0.11061366656885845","0.3298881817414511","0.99"
"75","4","Coupled","kmeans","negative","600","0.12242049928845378","0.09578376103445581","0.09717398652337374","0.0"
"75","4","Coupled","kmeans","positive","600","0.32876121723054086","0.14820480817919196","0.3199923890758693","0.985"
"75","5","Coupled","agglomerative","negative","600","0.12323665820584118","0.07835640751842923","0.11141696317564984","0.0"
"75","5","Coupled","agglomerative","positive","600","0.3786500360683293","0.15893506236892202","0.3518958645864793","0.9983333333333333"
"75","5","Coupled","gaussian","negative","600","0.07849446343221687","0.06308158309197306","0.06375377017449929","0.0"
"75","5","Coupled","gaussian","positive","600","0.3270989124321376","0.11387331717842473","0.3524660179381576","0.9983333333333333"
"75","5","Coupled","kmeans","negative","600","0.13150611281466804","0.09763970593730079","0.10899494036175551","0.0"
"75","5","Coupled","kmeans","positive","600","0.34425192046980563","0.14587420922713062","0.3384803546849381","0.995"
"75","7","Coupled","agglomerative","negative","600","0.13016148396307425","0.08528307968130885","0.11855401989247938","0.0"
"75","7","Coupled","agglomerative","positive","600","0.4219928837115296","0.15126181406480427","0.4007850986553384","1.0"
"75","7","Coupled","gaussian","negative","600","0.07552918205057124","0.060203305862602766","0.06038544069188692","0.0"
"75","7","Coupled","gaussian","positive","600","0.36493300803210493","0.11384180949721144","0.39698066736291043","0.9966666666666667"
"75","7","Coupled","kmeans","negative","600","0.12908387333694174","0.09173233947693131","0.11364228188957354","0.0"
"75","7","Coupled","kmeans","positive","600","0.376425585597828","0.14286044321186395","0.3814788820906814","0.995"
