"dataset_size_pct","sample_size","feature_space","model","source_class_key","case","n_runs","margin_mean","margin_std","margin_median","top1_true_fraction"
"100","12","Coupled","agglomerative","PF","positive","100","0.21289171345010557","0.04077998250865909","0.21630154832650406","1.0"
"100","12","Coupled","agglomerative","PI","negative","100","0.0537226873665718","0.03322500692072698","0.05435439336187044","0.0"
"100","12","Coupled","agglomerative","PI","positive","100","0.4580158016821015","0.03484996945445233","0.46492605412697685","1.0"
"100","12","Coupled","agglomerative","RMP","negative","100","0.08422793806799429","0.047922261919835604","0.08436959513183362","0.0"
"100","12","Coupled","agglomerative","RMP","positive","100","0.38002849662129407","0.03909363960108517","0.3820397820013257","1.0"
"100","12","Coupled","agglomerative","VV","negative","100","0.04587715996916652","0.03628046349548889","0.0343528606589959","0.0"
"100","12","Coupled","agglomerative","VV","positive","100","0.3011079143802119","0.0376474469295885","0.30184183326642","1.0"
"100","12","Coupled","gaussian","AI","negative","100","0.051547627554629265","0.03426660081305851","0.0483862409930899","0.0"
"100","12","Coupled","gaussian","AI","positive","100","0.3072739016296945","0.05165307917076652","0.312400514872642","1.0"
"100","12","Coupled","gaussian","EV","negative","100","0.07582517501181787","0.061289983829920104","0.0619814069389633","0.0"
"100","12","Coupled","gaussian","EV","positive","100","0.413194780204543","0.038706387011320585","0.41707872182252603","1.0"
"100","12","Coupled","gaussian","PF","negative","100","0.06439046580480004","0.05717767926183439","0.047393864109946005","0.0"
"100","12","Coupled","gaussian","PF","positive","100","0.2059669413219104","0.03809330090913844","0.2072698673722189","1.0"
"100","12","Coupled","gaussian","PI","negative","100","0.0797736847209641","0.035845463853434685","0.09363322248058746","0.0"
"100","12","Coupled","gaussian","PI","positive","100","0.3825603951113138","0.03326557707236858","0.38851192585307337","1.0"
"100","12","Coupled","gaussian","RMP","negative","100","0.021008199222727755","0.020303294949788078","0.015039230303566131","0.0"
"100","12","Coupled","gaussian","RMP","positive","100","0.3486482492471311","0.03459169287699579","0.3532075115050971","1.0"
"100","12","Coupled","gaussian","VV","negative","100","0.10495204606725447","0.04575103587094867","0.10519825634261241","0.0"
"100","12","Coupled","gaussian","VV","positive","100","0.29111474022339534","0.031307706559846236","0.29174792904090685","1.0"
"100","12","Coupled","kmeans","AI","negative","100","0.07810927753391007","0.05885599049582423","0.06409899926355025","0.0"
"100","12","Coupled","kmeans","AI","positive","100","0.354341324228969","0.05746156309395048","0.3576579810446565","1.0"
"100","12","Coupled","kmeans","EV","negative","100","0.16767499399067898","0.09432641981336566","0.19176731004657524","0.0"
"100","12","Coupled","kmeans","EV","positive","100","0.6185019267366672","0.06135955989343362","0.6404578397771665","1.0"
"100","12","Coupled","kmeans","PF","negative","100","0.06096382984132396","0.053502388112051776","0.04546057973724513","0.0"
"100","12","Coupled","kmeans","PF","positive","100","0.26991868641134187","0.05910968039754271","0.27847510536927567","1.0"
"100","12","Coupled","kmeans","PI","negative","100","0.0748950148983152","0.05335045683143416","0.0695204030427633","0.0"
"100","12","Coupled","kmeans","PI","positive","100","0.43695488053642","0.05076628460510168","0.44647983214403764","1.0"
"100","12","Coupled","kmeans","RMP","negative","100","0.13963141510127713","0.056409184288788335","0.13884968853228935","0.0"
"100","12","Coupled","kmeans","RMP","positive","100","0.3101728293879078","0.036120429938257766","0.31382037797463336","1.0"
"100","12","Coupled","kmeans","VV","negative","100","0.08132147922703176","0.046076498594487","0.07991725084815052","0.0"
"100","12","Coupled","kmeans","VV","positive","100","0.35798846858311806","0.04460519560168266","0.360265948037638","1.0"
"100","15","Coupled","agglomerative","AI","negative","100","0.08128190963104305","0.07716377255969284","0.05338707353926908","0.0"
"100","15","Coupled","agglomerative","AI","positive","100","0.40531002397816984","0.060921355453774154","0.40273331877857654","1.0"
"100","15","Coupled","agglomerative","EV","negative","100","0.14708756925159241","0.05168335693941678","0.1233634263769671","0.0"
"100","15","Coupled","agglomerative","EV","positive","100","0.6218024743584469","0.0686141032769868","0.6529070490182418","1.0"
"100","15","Coupled","agglomerative","PF","negative","100","0.08803768874020475","0.06594906588832483","0.06865578309857553","0.0"
"100","15","Coupled","agglomerative","PF","positive","100","0.23876400526528468","0.03179374654275888","0.2404067146329077","1.0"
"100","15","Coupled","agglomerative","PI","negative","100","0.048392330711211524","0.030172186885055543","0.04147114732447452","0.0"
"100","15","Coupled","agglomerative","PI","positive","100","0.49009233769829125","0.03567383211015752","0.500097290224566","1.0"
"100","15","Coupled","agglomerative","RMP","negative","100","0.06586498736190277","0.047080353725387866","0.05942455892237089","0.0"
"100","15","Coupled","agglomerative","RMP","positive","100","0.38601174142815664","0.03764444023587464","0.3850165407082998","1.0"
"100","15","Coupled","agglomerative","VV","negative","100","0.04447810585373357","0.034854947640947376","0.033672319416185814","0.0"
"100","15","Coupled","agglomerative","VV","positive","100","0.31184115588005956","0.03344587412848532","0.3112871150118884","1.0"
"100","15","Coupled","gaussian","AI","negative","100","0.06316240207917533","0.0429813266389679","0.057020298768798744","0.0"
"100","15","Coupled","gaussian","AI","positive","100","0.33281199788615273","0.04237190996016876","0.32337871649406436","1.0"
"100","15","Coupled","gaussian","EV","negative","100","0.08275660469353417","0.056511133691038135","0.07547487378998881","0.0"
"100","15","Coupled","gaussian","EV","positive","100","0.43214733786262227","0.03551372722862203","0.43596917449357897","1.0"
"100","15","Coupled","gaussian","PF","negative","100","0.08417392885057344","0.05851085788122771","0.07474079881490789","0.0"
"100","15","Coupled","gaussian","PF","positive","100","0.21527598759461455","0.04131789352497377","0.21802191722142164","1.0"
"100","15","Coupled","gaussian","PI","negative","100","0.05995505692188334","0.03862862797747919","0.04987901313968604","0.0"
"100","15","Coupled","gaussian","PI","positive","100","0.4175664166380808","0.026674800190178954","0.41885760302773695","1.0"
"100","15","Coupled","gaussian","RMP","negative","100","0.023625299565350918","0.023132918546803237","0.017896837507785646","0.0"
"100","15","Coupled","gaussian","RMP","positive","100","0.3676854045952882","0.03054728956922483","0.3689101257874299","1.0"
"100","15","Coupled","gaussian","VV","negative","100","0.11483660990605069","0.044198626387228","0.11695521044892358","0.0"
"100","15","Coupled","gaussian","VV","positive","100","0.3032336050550456","0.03121631241609237","0.30945604602209925","1.0"
"100","15","Coupled","kmeans","AI","negative","100","0.06564651671317051","0.050308289520897026","0.05376673592572104","0.0"
"100","15","Coupled","kmeans","AI","positive","100","0.3791104825860532","0.05202793165327891","0.37934570735586837","1.0"
"100","15","Coupled","kmeans","EV","negative","100","0.1609887624640687","0.11819252095015262","0.2183020739862924","0.0"
"100","15","Coupled","kmeans","EV","positive","100","0.639087694508245","0.05271749434815587","0.6542499373267913","1.0"
"100","15","Coupled","kmeans","PF","negative","100","0.05375465738252027","0.049507047185274836","0.03686522544405982","0.0"
"100","15","Coupled","kmeans","PF","positive","100","0.2895897460435559","0.054532065960893376","0.2946430716066001","1.0"
"100","15","Coupled","kmeans","PI","negative","100","0.08137083809654147","0.055454473466512534","0.070779049648787","0.0"
"100","15","Coupled","kmeans","PI","positive","100","0.4698233000839791","0.05123929981560873","0.48627955149964514","1.0"
"100","15","Coupled","kmeans","RMP","negative","100","0.10739796657682911","0.05546879183926948","0.09831247014640151","0.0"
"100","15","Coupled","kmeans","RMP","positive","100","0.3201441338654608","0.04677829800437326","0.3281392075652156","1.0"
"100","15","Coupled","kmeans","VV","negative","100","0.10671635044762434","0.04344439628469031","0.11432282064972163","0.0"
